2407,fenix3_korea
2408,fenix3_sea
2413,fenix3_hr
2417,virb_ultra_30
2429,index_smart_scale
2431,fr235
2432,fenix3_chronos
2441,oregon7xx
2444,rino7xx
2457,epix_korea
2473,fenix3_hr_chn
2474,fenix3_hr_twn
2475,fenix3_hr_jpn
2476,fenix3_hr_sea
2477,fenix3_hr_kor
2496,nautix
2497,vivo_active_hr_apac
2503,fr35
2512,oregon7xx_ww
2530,edge_820
2531,edge_explore_820
2533,fr735xt_apac
2534,fr735xt_japan
2544,fenix5s
2547,d2_bravo_titanium
2567,varia_ut800
2593,running_dynamics_pod
2599,edge_820_china
2600,edge_820_japan
2604,fenix5x
2606,vivo_fit_jr
2622,vivo_smart3
2623,vivo_sport
2628,edge_820_taiwan
2629,edge_820_korea
2630,edge_820_sea
2650,fr35_hebrew
2656,approach_s60
2667,fr35_apac
2668,fr35_japan
2675,fenix3_chronos_asia
2687,virb_360
2691,fr935
2697,fenix5
2700,vivoactive3
2733,fr235_china_nfc
2769,foretrex_601_701
2772,vivo_move_hr
2713,edge_1030
2727,fr35_sea
2787,vector_3
2796,fenix5_asia
2797,fenix5s_asia
2798,fenix5x_asia
2806,approach_z80
2814,fr35_korea
2819,d2charlie
2831,vivo_smart3_apac
2832,vivo_sport_apac
2833,fr935_asia
2859,descent
2878,vivo_fit4
2886,fr645
2888,fr645m
2891,fr30
2900,fenix5s_plus
2909,Edge_130
2924,edge_1030_asia
2927,vivosmart_4
2945,vivo_move_hr_asia
2962,approach_x10
2977,fr30_asia
2988,vivoactive3m_w
3003,fr645_asia
3004,fr645m_asia
3011,edge_explore
3028,gpsmap66
3049,approach_s10
3066,vivoactive3m_l
3076,fr245
3077,fr245_music
3085,approach_g80
3092,edge_130_asia
3095,edge_1030_bontrager
3110,fenix5_plus
3111,fenix5x_plus
3112,edge_520_plus
3113,fr945
3121,edge_530
3122,edge_830
3126,instinct_esports
3134,fenix5s_plus_apac
3135,fenix5x_plus_apac
3142,edge_520_plus_apac
3143,descent_t1
3144,fr235l_asia
3145,fr245_asia
3163,vivo_active3m_apac
3192,gen3_bsm
3193,gen3_bcm
3218,vivo_smart4_asia
3224,vivoactive4_small
3225,vivoactive4_large
3226,venu
3246,marq_driver
3247,marq_aviator
3248,marq_captain
3249,marq_commander
3250,marq_expedition
3251,marq_athlete
3258,descent_mk2
3282,fr45
3284,gpsmap66i
3287,fenix6S_sport
3288,fenix6S
3289,fenix6_sport
3290,fenix6
3291,fenix6x
3299,hrm_dual
3300,hrm_pro
3308,vivo_move3_premium
3314,approach_s40
3321,fr245m_asia
3349,edge_530_apac
3350,edge_830_apac
3378,vivo_move3
3387,vivo_active4_small_asia
3388,vivo_active4_large_asia
3389,vivo_active4_oled_asia
3405,swim2
3420,marq_driver_asia
3421,marq_aviator_asia
3422,vivo_move3_asia
3441,fr945_asia
3446,vivo_active3t_chn
3448,marq_captain_asia
3449,marq_commander_asia
3450,marq_expedition_asia
3451,marq_athlete_asia
3461,index_smart_scale_2
3466,instinct_solar
3469,fr45_asia
3473,vivoactive3_daimler
3498,legacy_rey
3499,legacy_darth_vader
3500,legacy_captain_marvel
3501,legacy_first_avenger
3512,fenix6s_sport_asia
3513,fenix6s_asia
3514,fenix6_sport_asia
3515,fenix6_asia
3516,fenix6x_asia
3535,legacy_captain_marvel_asia
3536,legacy_first_avenger_asia
3537,legacy_rey_asia
3538,legacy_darth_vader_asia
3542,descent_mk2s
3558,edge_130_plus
3570,edge_1030_plus
3578,rally_200
3589,fr745
3596,venusq_music
3599,venusq_music_v2
3600,venusq
3615,lily
3624,marq_adventurer
3638,enduro
3639,swim2_apac
3648,marq_adventurer_asia
3652,fr945_lte
3702,descent_mk2_asia
3703,venu2
3704,venu2s
3737,venu_daimler_asia
3739,marq_golfer
3740,venu_daimler
3794,fr745_asia
3808,varia_rct715
3809,lily_asia
3812,edge_1030_plus_asia
3813,edge_130_plus_asia
3823,approach_s12
3872,enduro_asia
3837,venusq_asia
3843,edge_1040
3850,marq_golfer_asia
3851,venu2_plus
3865,gnss
3869,fr55
3888,instinct_2
3889,instinct_2s
3905,fenix7s
3906,fenix7
3907,fenix7x
3908,fenix7s_apac
3909,fenix7_apac
3910,fenix7x_apac
 3927,approach_g12
3930,descent_mk2s_asia
3934,approach_s42
3943,epix_gen2
3944,epix_gen2_apac
3949,venu2s_asia
3950,venu2_asia
3978,fr945_lte_asia
3982,vivo_move_sport
3983,vivomove_trend
3986,approach_S12_asia
3990,fr255_music
3991,fr255_small_music
3992,fr255
3993,fr255_small
 4001,approach_g12_asia
4002,approach_s42_asia
4005,descent_g1
4017,venu2_plus_asia
4024,fr955
4033,fr55_asia
4061,edge_540
4062,edge_840
4063,vivosmart_5
4071,instinct_2_asia
4105,marq_gen2
4115,venusq2
4116,venusq2music
4124,marq_gen2_aviator
4125,d2_air_x10
4130,hrm_pro_plus
4132,descent_g1_asia
4135,tactix7
4155,instinct_crossover
4169,edge_explore2
4222,descent_mk3
4223,descent_mk3i
4233,approach_s70
4257,fr265_large
4258,fr265_small
4260,venu3
4261,venu3s
4265,tacx_neo_smart
4266,tacx_neo2_smart
4267,tacx_neo2_t_smart
4268,tacx_neo_smart_bike
4269,tacx_satori_smart
4270,tacx_flow_smart
4271,tacx_vortex_smart
4272,tacx_bushido_smart
4273,tacx_genius_smart
4274,tacx_flux_flux_s_smart
4275,tacx_flux2_smart
4276,tacx_magnum
4305,edge_1040_asia
4312,epix_gen2_pro_42
4313,epix_gen2_pro_47
4314,epix_gen2_pro_51
4315,fr965
4341,enduro2
4374,fenix7s_pro_solar
4375,fenix7_pro_solar
4376,fenix7x_pro_solar
4380,lily2
4394,instinct_2x
4426,vivoactive5
4432,fr165
4433,fr165_music
4440,edge_1050
4442,descent_t2
4446,hrm_fit
4472,marq_gen2_commander
4477,lily_athlete
4525,rally_x10
4532,fenix8_solar
4533,fenix8_solar_large
4534,fenix8_small
4536,fenix8
4556,d2_mach1_pro
4575,enduro3
4583,instinctE_40mm
4584,instinctE_45mm
4585,instinct3_solar_45mm
4586,instinct3_amoled_45mm
4587,instinct3_amoled_50mm
4588,descent_g2
4603,venu_x1
4606,hrm_200
4625,vivoactive6
4631,fenix8_pro
4633,edge_550
4634,edge_850
4643,venu4
4644,venu4s
4647,approachS44
4655,edge_mtb
4656,approachS50
4666,fenix_e
4745,bounce2
4759,instinct3_solar_50mm
4775,tactix8_amoled
4776,tactix8_solar
4814,fr170_music
4815,fr170
4825,approach_j1
4879,d2_mach2
4916,fr70_2026
4678,instinct_crossover_amoled
4944,d2_air_x15
5056,d2_mach2_pro
10007,sdm4
10014,edge_remote
20533,tacx_training_app_win
20534,tacx_training_app_mac
20565,tacx_training_app_mac_catalyst
20119,training_center
30045,tacx_training_app_android
30046,tacx_training_app_ios
30047,tacx_training_app_legacy
65531,connectiq_simulator
65532,android_antplus_plugin
65534,connect
